age,job,education,default,balance,housing,loan,duration,campaign,pdays,previous,y
42.0,blue-collar,primary,no,2519.0,yes,no,262.0,4.0,999.0,0.0,0
57.0,admin.,secondary,no,3927.0,no,no,61.0,1.0,999.0,0.0,0
42.0,management,tertiary,no,401.0,yes,no,217.0,9.0,999.0,0.0,0
29.0,management,tertiary,no,581.0,yes,yes,192.0,2.0,999.0,0.0,0
36.0,technician,tertiary,no,1327.0,no,no,174.0,2.0,999.0,0.0,0
31.0,unemployed,secondary,no,3242.0,no,no,292.0,2.0,999.0,0.0,0
59.0,technician,primary,no,,yes,no,240.0,2.0,999.0,0.0,0
50.0,unemployed,secondary,no,32.0,no,no,282.0,2.0,999.0,0.0,0
47.0,admin.,secondary,no,310.0,yes,yes,128.0,6.0,999.0,0.0,0
46.0,housemaid,primary,no,0.0,no,no,161.0,1.0,999.0,0.0,0
26.0,blue-collar,primary,no,155.0,yes,no,291.0,1.0,244.0,4.0,0
31.0,services,secondary,no,11386.0,yes,no,356.0,1.0,999.0,0.0,0
30.0,services,tertiary,no,1380.0,yes,no,294.0,2.0,999.0,0.0,0
47.0,blue-collar,unknown,no,2443.0,no,no,422.0,1.0,999.0,0.0,0
23.0,technician,tertiary,no,1129.0,yes,no,806.0,1.0,999.0,0.0,1
44.0,unemployed,primary,no,4232.0,no,no,227.0,1.0,999.0,0.0,0
42.0,self-employed,secondary,no,5564.0,no,no,560.0,2.0,999.0,0.0,0
32.0,services,secondary,no,-402.0,yes,no,135.0,1.0,999.0,0.0,0
28.0,admin.,secondary,no,1323.0,yes,no,361.0,1.0,999.0,0.0,0
57.0,retired,primary,no,1623.0,yes,yes,246.0,1.0,999.0,0.0,0
38.0,technician,tertiary,no,1042.0,yes,no,419.0,2.0,999.0,0.0,0
22.0,student,secondary,no,2488.0,no,no,449.0,2.0,38.0,10.0,1
54.0,admin.,secondary,no,865.0,yes,no,71.0,1.0,999.0,0.0,0
32.0,technician,tertiary,no,-1053.0,yes,no,357.0,3.0,999.0,0.0,0
32.0,management,tertiary,no,1667.0,yes,no,164.0,2.0,179.0,3.0,0
59.0,admin.,secondary,no,975.0,yes,no,263.0,4.0,999.0,0.0,0
45.0,technician,secondary,no,2571.0,no,no,146.0,2.0,999.0,0.0,0
53.0,,primary,no,732.0,no,no,759.0,2.0,999.0,0.0,1
50.0,admin.,secondary,no,769.0,no,no,72.0,2.0,363.0,4.0,0
34.0,technician,secondary,no,-136.0,yes,yes,131.0,2.0,999.0,0.0,0
35.0,admin.,secondary,no,3636.0,no,yes,808.0,2.0,999.0,0.0,1
30.0,management,tertiary,no,931.0,no,no,1183.0,1.0,999.0,0.0,0
62.0,housemaid,secondary,no,565.0,no,no,123.0,3.0,999.0,0.0,0
40.0,blue-collar,secondary,no,271.0,yes,no,483.0,2.0,999.0,0.0,0
26.0,self-employed,tertiary,no,1153.0,no,no,238.0,3.0,999.0,0.0,0
34.0,management,tertiary,no,-73.0,yes,no,90.0,1.0,999.0,0.0,0
50.0,,unknown,no,,no,no,464.0,1.0,683.0,6.0,1
31.0,,tertiary,no,137.0,no,no,385.0,9.0,999.0,0.0,0
35.0,technician,secondary,no,700.0,yes,no,240.0,2.0,999.0,0.0,0
55.0,retired,primary,no,-966.0,no,yes,104.0,1.0,999.0,0.0,0
34.0,admin.,secondary,no,96.0,no,no,109.0,2.0,999.0,0.0,0
58.0,retired,primary,no,4007.0,no,no,598.0,4.0,999.0,0.0,0
50.0,management,tertiary,no,567.0,yes,no,274.0,8.0,999.0,0.0,0
31.0,technician,secondary,no,40.0,no,no,123.0,2.0,999.0,0.0,0
47.0,admin.,secondary,no,136.0,no,yes,70.0,1.0,999.0,0.0,0
38.0,self-employed,tertiary,no,917.0,yes,no,260.0,1.0,999.0,0.0,0
46.0,management,tertiary,no,593.0,yes,no,190.0,3.0,999.0,0.0,0
42.0,blue-collar,primary,no,505.0,yes,no,521.0,2.0,999.0,0.0,0
34.0,blue-collar,secondary,no,2542.0,yes,no,228.0,1.0,999.0,0.0,0
37.0,management,tertiary,no,5355.0,no,no,466.0,4.0,999.0,0.0,1
38.0,student,tertiary,no,807.0,no,no,74.0,2.0,999.0,0.0,0
59.0,retired,secondary,no,9976.0,yes,no,57.0,2.0,999.0,0.0,0
32.0,admin.,secondary,no,0.0,no,no,119.0,3.0,999.0,0.0,0
55.0,management,tertiary,no,540.0,no,no,124.0,2.0,999.0,0.0,0
35.0,blue-collar,secondary,no,280.0,yes,yes,65.0,50.0,999.0,0.0,0
56.0,management,tertiary,no,-59.0,no,yes,127.0,6.0,999.0,0.0,0
27.0,admin.,secondary,yes,-517.0,yes,no,172.0,3.0,999.0,0.0,0
42.0,unemployed,secondary,no,2613.0,yes,no,174.0,6.0,999.0,0.0,0
42.0,student,unknown,no,-7.0,no,no,41.0,6.0,999.0,0.0,0
41.0,blue-collar,primary,no,0.0,yes,no,232.0,3.0,999.0,0.0,0
53.0,retired,secondary,yes,-200.0,no,yes,161.0,1.0,999.0,0.0,0
67.0,retired,primary,no,2301.0,no,no,124.0,1.0,999.0,0.0,0
53.0,housemaid,primary,no,104.0,no,yes,701.0,1.0,999.0,0.0,1
33.0,blue-collar,primary,no,191.0,yes,no,162.0,2.0,999.0,0.0,0
31.0,technician,unknown,no,694.0,yes,no,431.0,2.0,999.0,0.0,0
31.0,admin.,secondary,no,212.0,yes,no,191.0,3.0,999.0,0.0,0
30.0,management,tertiary,no,1882.0,yes,no,249.0,5.0,999.0,0.0,0
48.0,blue-collar,unknown,no,131.0,yes,no,189.0,1.0,999.0,0.0,0
30.0,technician,secondary,no,175.0,no,no,167.0,4.0,999.0,0.0,0
43.0,technician,tertiary,yes,0.0,no,no,73.0,4.0,999.0,0.0,0
38.0,management,tertiary,no,4425.0,yes,no,162.0,1.0,999.0,0.0,0
46.0,unemployed,secondary,no,3533.0,yes,no,235.0,2.0,999.0,0.0,0
59.0,blue-collar,secondary,no,3573.0,no,no,44.0,1.0,999.0,0.0,0
44.0,management,tertiary,no,476.0,yes,yes,127.0,2.0,999.0,0.0,0
35.0,blue-collar,secondary,no,1257.0,yes,no,93.0,3.0,329.0,7.0,0
55.0,blue-collar,unknown,no,23.0,no,no,143.0,1.0,2.0,3.0,0
39.0,management,tertiary,no,0.0,yes,no,81.0,2.0,999.0,0.0,0
36.0,services,secondary,no,398.0,yes,yes,77.0,2.0,999.0,0.0,0
33.0,blue-collar,secondary,no,745.0,yes,no,115.0,4.0,999.0,0.0,0
48.0,management,tertiary,no,8106.0,no,no,125.0,1.0,111.0,3.0,0
33.0,management,tertiary,no,0.0,no,no,53.0,4.0,999.0,0.0,0
67.0,retired,unknown,no,696.0,no,no,77.0,2.0,999.0,0.0,0
48.0,unemployed,secondary,no,1266.0,yes,no,45.0,1.0,999.0,0.0,0
57.0,management,tertiary,no,2416.0,no,no,74.0,2.0,999.0,0.0,0
31.0,housemaid,primary,no,25.0,no,no,169.0,5.0,999.0,0.0,0
30.0,student,tertiary,no,7513.0,no,no,269.0,2.0,999.0,0.0,0
56.0,entrepreneur,primary,no,29.0,no,no,52.0,2.0,,1.0,0
26.0,blue-collar,primary,no,5116.0,yes,no,246.0,3.0,999.0,0.0,0
44.0,management,secondary,no,,yes,no,218.0,1.0,999.0,0.0,0
44.0,technician,secondary,no,14.0,no,no,167.0,1.0,92.0,1.0,1
31.0,management,tertiary,no,4148.0,yes,no,316.0,3.0,99.0,9.0,1
47.0,self-employed,unknown,no,14.0,yes,no,142.0,1.0,999.0,0.0,0
30.0,admin.,secondary,no,105.0,yes,no,75.0,1.0,999.0,0.0,0
37.0,management,tertiary,no,767.0,no,yes,204.0,1.0,999.0,0.0,0
56.0,admin.,primary,no,0.0,no,yes,542.0,1.0,999.0,0.0,0
43.0,management,secondary,no,-228.0,yes,yes,122.0,2.0,999.0,0.0,0
42.0,services,secondary,no,508.0,yes,no,70.0,1.0,999.0,0.0,0
60.0,management,secondary,no,725.0,yes,no,266.0,1.0,999.0,0.0,0
34.0,blue-collar,unknown,no,41.0,yes,no,34.0,9.0,999.0,0.0,0
34.0,management,tertiary,no,184.0,no,no,203.0,4.0,999.0,0.0,0
41.0,management,tertiary,no,251.0,no,yes,85.0,3.0,999.0,0.0,0
38.0,management,secondary,no,-17.0,no,no,11.0,4.0,999.0,0.0,0
23.0,services,secondary,no,-19.0,yes,no,13.0,10.0,999.0,0.0,0
33.0,management,tertiary,no,1064.0,yes,no,562.0,1.0,999.0,0.0,1
36.0,blue-collar,secondary,no,777.0,yes,no,185.0,3.0,999.0,0.0,0
49.0,unemployed,tertiary,no,377.0,no,no,158.0,1.0,59.0,2.0,0
34.0,admin.,secondary,no,479.0,yes,no,515.0,1.0,350.0,5.0,1
40.0,technician,secondary,no,-375.0,yes,no,60.0,5.0,999.0,0.0,0
72.0,retired,primary,no,796.0,no,no,173.0,2.0,999.0,0.0,0
43.0,technician,secondary,no,17.0,yes,no,353.0,4.0,999.0,0.0,0
44.0,blue-collar,secondary,no,1071.0,yes,no,143.0,3.0,357.0,1.0,0
35.0,admin.,secondary,no,0.0,yes,no,18.0,5.0,999.0,0.0,0
46.0,admin.,secondary,no,7378.0,no,no,466.0,1.0,999.0,0.0,0
55.0,admin.,secondary,no,865.0,yes,no,85.0,1.0,151.0,1.0,0
50.0,technician,secondary,no,-701.0,yes,yes,148.0,1.0,999.0,0.0,0
23.0,blue-collar,unknown,no,817.0,yes,no,123.0,1.0,999.0,0.0,0
34.0,student,unknown,no,1387.0,no,no,121.0,1.0,999.0,0.0,0
40.0,blue-collar,secondary,no,0.0,yes,yes,245.0,3.0,999.0,0.0,0
61.0,retired,secondary,no,2917.0,no,no,215.0,1.0,999.0,0.0,1
53.0,technician,secondary,no,4541.0,yes,no,190.0,6.0,999.0,0.0,0
57.0,technician,secondary,no,0.0,no,no,44.0,1.0,999.0,0.0,0
28.0,blue-collar,secondary,no,4287.0,no,no,171.0,1.0,999.0,0.0,0
25.0,admin.,secondary,no,242.0,yes,no,62.0,12.0,999.0,0.0,0
38.0,blue-collar,secondary,no,171.0,yes,yes,172.0,1.0,999.0,0.0,0
27.0,services,secondary,no,259.0,yes,no,78.0,10.0,999.0,0.0,0
45.0,blue-collar,secondary,no,827.0,yes,no,319.0,5.0,999.0,0.0,0
31.0,services,secondary,no,469.0,no,yes,111.0,1.0,999.0,0.0,0
39.0,blue-collar,primary,no,2226.0,yes,no,158.0,1.0,999.0,0.0,0
42.0,technician,secondary,no,0.0,no,no,82.0,12.0,999.0,0.0,0
46.0,management,tertiary,no,477.0,yes,no,128.0,6.0,999.0,0.0,0
36.0,services,secondary,no,,yes,no,102.0,4.0,999.0,0.0,0
30.0,management,tertiary,no,775.0,yes,no,124.0,2.0,999.0,0.0,0
32.0,blue-collar,secondary,no,9.0,yes,no,334.0,2.0,999.0,0.0,0
52.0,technician,tertiary,no,2557.0,no,no,134.0,5.0,204.0,2.0,1
31.0,management,tertiary,no,2395.0,no,no,218.0,1.0,999.0,0.0,0
60.0,management,primary,no,4895.0,no,no,313.0,1.0,999.0,0.0,0
35.0,blue-collar,secondary,no,376.0,yes,yes,207.0,3.0,999.0,0.0,0
38.0,management,tertiary,no,389.0,yes,no,262.0,1.0,999.0,0.0,0
46.0,management,tertiary,no,134.0,no,no,134.0,2.0,999.0,0.0,0
45.0,entrepreneur,tertiary,no,1273.0,yes,yes,197.0,3.0,999.0,0.0,0
59.0,services,secondary,no,0.0,yes,no,214.0,3.0,999.0,0.0,0
34.0,management,tertiary,no,2892.0,yes,yes,1165.0,7.0,999.0,0.0,0
33.0,technician,secondary,no,0.0,yes,no,177.0,2.0,999.0,0.0,0
46.0,management,secondary,no,295.0,yes,no,141.0,6.0,999.0,0.0,0
48.0,admin.,secondary,no,292.0,yes,yes,164.0,6.0,999.0,0.0,0
31.0,services,secondary,no,85.0,no,no,151.0,1.0,999.0,0.0,0
32.0,technician,secondary,no,4.0,no,no,145.0,2.0,260.0,4.0,0
35.0,blue-collar,primary,no,-587.0,yes,no,111.0,1.0,999.0,0.0,0
36.0,blue-collar,primary,no,367.0,no,no,217.0,1.0,221.0,1.0,0
52.0,management,tertiary,no,-1224.0,yes,no,253.0,4.0,999.0,0.0,0
45.0,management,tertiary,no,959.0,no,no,74.0,1.0,999.0,0.0,0
34.0,management,tertiary,no,0.0,no,no,263.0,2.0,999.0,0.0,0
25.0,blue-collar,primary,yes,-589.0,yes,no,233.0,1.0,999.0,0.0,0
26.0,management,tertiary,no,-8.0,no,no,402.0,2.0,999.0,0.0,0
57.0,management,unknown,no,0.0,no,no,585.0,1.0,999.0,0.0,0
48.0,management,primary,no,247.0,yes,yes,145.0,1.0,999.0,0.0,0
48.0,technician,unknown,no,5543.0,no,no,143.0,5.0,999.0,0.0,0
32.0,blue-collar,primary,no,642.0,no,yes,524.0,1.0,999.0,0.0,0
58.0,retired,secondary,no,11.0,no,no,270.0,1.0,999.0,0.0,0
57.0,management,primary,no,-226.0,yes,no,272.0,1.0,999.0,0.0,0
31.0,entrepreneur,tertiary,no,5191.0,no,no,187.0,2.0,999.0,0.0,0
33.0,blue-collar,secondary,no,-320.0,no,no,268.0,2.0,999.0,0.0,0
53.0,entrepreneur,tertiary,no,2289.0,yes,yes,183.0,1.0,999.0,0.0,0
36.0,admin.,secondary,no,725.0,yes,no,123.0,3.0,99.0,8.0,0
32.0,technician,tertiary,no,705.0,yes,no,20.0,4.0,999.0,0.0,0
45.0,blue-collar,secondary,no,776.0,yes,no,232.0,4.0,253.0,1.0,0
35.0,unemployed,tertiary,no,816.0,yes,no,547.0,7.0,999.0,0.0,0
41.0,services,secondary,no,171.0,no,no,71.0,9.0,999.0,0.0,0
54.0,services,secondary,no,812.0,no,no,113.0,6.0,999.0,0.0,0
49.0,services,secondary,no,823.0,no,no,780.0,4.0,999.0,0.0,1
28.0,technician,secondary,no,1453.0,yes,no,246.0,1.0,343.0,1.0,0
24.0,blue-collar,unknown,no,431.0,yes,no,108.0,12.0,999.0,0.0,0
30.0,admin.,secondary,no,1009.0,yes,no,253.0,1.0,999.0,0.0,0
32.0,self-employed,primary,no,286.0,yes,no,175.0,1.0,999.0,0.0,0
53.0,entrepreneur,tertiary,no,22370.0,yes,no,106.0,1.0,999.0,0.0,0
42.0,blue-collar,primary,no,2111.0,yes,no,86.0,2.0,999.0,0.0,0
48.0,blue-collar,primary,no,5366.0,yes,no,248.0,3.0,999.0,0.0,0
33.0,technician,secondary,no,181.0,yes,yes,265.0,2.0,999.0,0.0,0
31.0,blue-collar,secondary,no,-452.0,yes,no,182.0,5.0,999.0,0.0,0
56.0,unemployed,primary,no,1770.0,no,no,916.0,3.0,999.0,0.0,0
58.0,retired,primary,no,0.0,no,no,506.0,1.0,999.0,0.0,0
37.0,admin.,secondary,no,-296.0,yes,no,81.0,1.0,999.0,0.0,0
59.0,management,primary,no,2358.0,yes,no,30.0,1.0,999.0,0.0,0
50.0,management,tertiary,no,1200.0,no,no,904.0,3.0,999.0,0.0,1
39.0,housemaid,primary,no,109.0,yes,no,699.0,3.0,999.0,0.0,0
30.0,technician,secondary,no,616.0,yes,no,19.0,1.0,999.0,0.0,0
47.0,services,secondary,no,4906.0,yes,no,389.0,1.0,999.0,0.0,0
44.0,self-employed,secondary,no,313.0,no,no,211.0,4.0,999.0,0.0,0
38.0,blue-collar,primary,no,290.0,yes,no,283.0,1.0,999.0,0.0,0
50.0,management,tertiary,no,1240.0,no,no,474.0,2.0,999.0,0.0,0
27.0,admin.,tertiary,no,3672.0,yes,no,157.0,2.0,351.0,5.0,0
73.0,retired,secondary,no,19.0,no,no,509.0,2.0,999.0,0.0,0
46.0,blue-collar,primary,no,143.0,yes,no,279.0,1.0,999.0,0.0,0
56.0,retired,secondary,no,212.0,no,yes,27.0,1.0,999.0,0.0,0
36.0,management,tertiary,no,9.0,no,no,386.0,4.0,999.0,0.0,1
33.0,blue-collar,primary,no,3074.0,no,no,679.0,1.0,999.0,0.0,0
40.0,management,tertiary,no,1734.0,yes,no,169.0,1.0,999.0,0.0,0
52.0,management,tertiary,no,575.0,no,no,315.0,1.0,999.0,0.0,0
51.0,blue-collar,secondary,no,397.0,yes,no,293.0,2.0,999.0,0.0,0
33.0,blue-collar,secondary,no,640.0,yes,no,439.0,3.0,999.0,0.0,0
54.0,services,secondary,no,158.0,yes,no,198.0,1.0,999.0,0.0,0
44.0,management,secondary,no,2984.0,yes,no,770.0,2.0,999.0,0.0,0
50.0,entrepreneur,secondary,no,1011.0,yes,no,340.0,2.0,999.0,0.0,0
45.0,blue-collar,secondary,no,0.0,yes,no,1472.0,1.0,192.0,4.0,1
36.0,management,tertiary,no,1133.0,yes,no,293.0,1.0,181.0,2.0,1
42.0,technician,secondary,no,4945.0,yes,no,311.0,2.0,999.0,0.0,1
37.0,technician,secondary,no,712.0,yes,no,291.0,2.0,999.0,0.0,0
28.0,services,secondary,no,-427.0,yes,yes,965.0,2.0,999.0,0.0,0
56.0,admin.,secondary,no,2146.0,no,yes,594.0,1.0,999.0,0.0,0
59.0,admin.,secondary,no,92.0,yes,no,139.0,2.0,350.0,1.0,0
32.0,unemployed,secondary,no,10.0,yes,no,501.0,4.0,999.0,0.0,0
57.0,retired,primary,no,1238.0,yes,no,274.0,1.0,999.0,0.0,0
49.0,admin.,secondary,no,981.0,yes,no,10.0,3.0,999.0,0.0,0
56.0,entrepreneur,unknown,no,575.0,no,no,18.0,2.0,999.0,0.0,0
48.0,admin.,unknown,no,-70.0,no,no,243.0,1.0,999.0,0.0,0
27.0,student,tertiary,no,3733.0,yes,no,198.0,1.0,98.0,6.0,1
31.0,management,tertiary,no,574.0,yes,no,410.0,2.0,,0.0,0
28.0,blue-collar,secondary,no,43.0,no,no,190.0,1.0,999.0,0.0,0
36.0,management,tertiary,no,428.0,no,no,121.0,1.0,999.0,0.0,0
58.0,housemaid,primary,no,0.0,yes,no,148.0,1.0,999.0,0.0,0
46.0,admin.,secondary,no,0.0,yes,yes,239.0,2.0,259.0,2.0,0
32.0,management,tertiary,no,474.0,yes,no,90.0,3.0,999.0,0.0,0
39.0,services,secondary,no,-540.0,no,no,29.0,1.0,999.0,0.0,0
35.0,self-employed,tertiary,no,560.0,yes,no,58.0,1.0,136.0,1.0,0
31.0,management,tertiary,no,325.0,yes,no,1139.0,2.0,999.0,0.0,1
29.0,management,tertiary,no,437.0,no,no,504.0,1.0,92.0,1.0,1
48.0,blue-collar,primary,no,574.0,no,no,348.0,1.0,999.0,0.0,0
60.0,retired,primary,no,0.0,no,no,130.0,3.0,999.0,0.0,0
74.0,retired,secondary,no,935.0,no,no,100.0,1.0,104.0,1.0,0
30.0,services,secondary,no,699.0,yes,no,544.0,1.0,999.0,0.0,0
52.0,admin.,primary,no,0.0,no,no,182.0,11.0,999.0,0.0,0
24.0,blue-collar,secondary,no,-220.0,yes,no,90.0,1.0,999.0,0.0,0
29.0,services,secondary,no,11417.0,yes,no,272.0,2.0,999.0,0.0,0
33.0,housemaid,primary,no,212.0,yes,no,260.0,2.0,999.0,0.0,0
34.0,blue-collar,secondary,no,67.0,yes,yes,672.0,3.0,999.0,0.0,0
45.0,admin.,secondary,no,0.0,no,no,264.0,1.0,999.0,0.0,1
31.0,blue-collar,secondary,no,0.0,no,yes,275.0,2.0,999.0,0.0,0
45.0,technician,secondary,no,1673.0,no,no,76.0,1.0,999.0,0.0,0
27.0,services,secondary,no,-1202.0,yes,no,749.0,2.0,999.0,0.0,0
30.0,management,tertiary,no,4213.0,no,no,142.0,4.0,999.0,0.0,0
45.0,blue-collar,primary,no,0.0,no,no,454.0,2.0,999.0,0.0,0
57.0,blue-collar,secondary,no,1521.0,yes,yes,102.0,2.0,178.0,5.0,0
34.0,management,tertiary,no,1310.0,no,no,521.0,3.0,158.0,7.0,0
40.0,admin.,secondary,no,0.0,yes,yes,57.0,1.0,999.0,0.0,0
39.0,management,tertiary,no,399.0,no,no,504.0,1.0,999.0,0.0,0
46.0,technician,tertiary,no,405.0,no,no,138.0,3.0,999.0,0.0,0
55.0,management,tertiary,no,9756.0,yes,no,103.0,2.0,95.0,1.0,1
25.0,management,tertiary,no,2506.0,no,no,485.0,1.0,999.0,0.0,1
34.0,management,tertiary,no,697.0,no,no,166.0,1.0,999.0,0.0,0
37.0,blue-collar,primary,no,403.0,yes,no,318.0,2.0,338.0,1.0,0
64.0,retired,tertiary,no,890.0,no,no,531.0,3.0,999.0,0.0,0
45.0,technician,secondary,no,809.0,yes,no,155.0,2.0,363.0,4.0,0
57.0,housemaid,secondary,no,158.0,yes,no,73.0,1.0,999.0,0.0,0
21.0,student,unknown,no,137.0,yes,no,198.0,3.0,999.0,0.0,0
58.0,housemaid,secondary,no,2705.0,no,no,137.0,1.0,999.0,0.0,0
41.0,blue-collar,secondary,no,75.0,yes,no,479.0,9.0,999.0,0.0,1
41.0,management,unknown,no,2457.0,yes,no,285.0,1.0,999.0,0.0,0
58.0,management,tertiary,no,541.0,yes,no,98.0,1.0,999.0,0.0,0
33.0,management,tertiary,no,287.0,yes,no,199.0,2.0,274.0,3.0,0
32.0,management,tertiary,no,273.0,yes,yes,97.0,3.0,999.0,0.0,0
44.0,services,secondary,no,0.0,yes,no,389.0,5.0,999.0,0.0,0
47.0,,unknown,no,677.0,no,no,384.0,1.0,99.0,4.0,0
41.0,self-employed,primary,no,340.0,no,no,37.0,3.0,999.0,0.0,0
54.0,technician,tertiary,no,98.0,no,no,420.0,4.0,999.0,0.0,0
47.0,technician,tertiary,no,477.0,yes,no,973.0,1.0,366.0,1.0,0
32.0,management,tertiary,no,2629.0,no,no,77.0,4.0,999.0,0.0,0
59.0,housemaid,tertiary,no,0.0,no,yes,376.0,2.0,999.0,0.0,0
29.0,technician,tertiary,no,2325.0,no,no,125.0,1.0,999.0,0.0,1
48.0,services,secondary,yes,-20.0,no,no,142.0,2.0,999.0,0.0,0
32.0,technician,secondary,no,230.0,yes,no,442.0,1.0,266.0,8.0,1
46.0,management,secondary,no,-852.0,no,yes,728.0,2.0,999.0,0.0,0
31.0,blue-collar,primary,no,-280.0,no,no,281.0,3.0,999.0,0.0,0
53.0,blue-collar,secondary,no,25.0,no,no,528.0,2.0,999.0,0.0,1
34.0,technician,tertiary,no,9851.0,yes,no,128.0,5.0,999.0,0.0,0
48.0,services,unknown,no,5095.0,yes,no,71.0,1.0,999.0,0.0,0
32.0,technician,secondary,no,687.0,no,no,161.0,4.0,999.0,0.0,0
31.0,management,secondary,no,1368.0,yes,no,129.0,4.0,999.0,0.0,0
27.0,blue-collar,primary,no,-179.0,yes,no,54.0,2.0,999.0,0.0,0
60.0,admin.,secondary,no,-396.0,yes,no,443.0,1.0,350.0,1.0,0
34.0,blue-collar,tertiary,no,1011.0,yes,no,136.0,1.0,999.0,0.0,0
52.0,self-employed,secondary,no,9.0,no,yes,44.0,1.0,999.0,0.0,0
48.0,blue-collar,secondary,no,1159.0,yes,yes,1181.0,9.0,999.0,0.0,0
45.0,technician,primary,no,-322.0,no,no,225.0,2.0,999.0,0.0,0
54.0,technician,secondary,no,1114.0,yes,no,81.0,1.0,999.0,0.0,0
52.0,services,secondary,no,2072.0,no,no,224.0,1.0,999.0,0.0,0
47.0,entrepreneur,tertiary,no,459.0,yes,no,189.0,4.0,999.0,0.0,0
54.0,,secondary,no,1157.0,no,no,98.0,2.0,999.0,0.0,0
34.0,blue-collar,secondary,no,8309.0,yes,yes,50.0,1.0,999.0,0.0,0
39.0,technician,tertiary,no,1043.0,no,no,195.0,10.0,999.0,0.0,0
46.0,technician,secondary,no,2098.0,no,no,110.0,2.0,999.0,0.0,0
26.0,unemployed,secondary,no,461.0,no,no,214.0,1.0,999.0,0.0,0
37.0,technician,secondary,no,61.0,yes,no,182.0,8.0,999.0,0.0,0
47.0,blue-collar,secondary,no,1203.0,yes,no,239.0,2.0,999.0,0.0,0
35.0,technician,secondary,no,1067.0,no,yes,179.0,6.0,999.0,0.0,0
57.0,unemployed,primary,no,0.0,no,no,540.0,1.0,999.0,0.0,0
34.0,management,tertiary,no,1657.0,yes,no,566.0,2.0,356.0,4.0,0
47.0,technician,secondary,no,1219.0,no,no,697.0,4.0,999.0,0.0,1
27.0,technician,secondary,no,7.0,yes,no,98.0,2.0,,0.0,0
40.0,blue-collar,secondary,no,-839.0,yes,yes,1018.0,2.0,999.0,0.0,1
39.0,technician,secondary,no,994.0,no,no,221.0,1.0,241.0,1.0,0
36.0,entrepreneur,tertiary,no,6.0,no,no,246.0,1.0,999.0,0.0,0
42.0,technician,secondary,no,0.0,no,no,656.0,2.0,999.0,0.0,0
23.0,blue-collar,primary,no,8627.0,yes,no,281.0,1.0,999.0,0.0,0
34.0,management,tertiary,no,133.0,yes,no,65.0,1.0,999.0,0.0,0
34.0,blue-collar,secondary,no,247.0,yes,yes,193.0,5.0,999.0,0.0,0
49.0,services,secondary,no,1114.0,no,no,283.0,1.0,999.0,0.0,0
57.0,blue-collar,primary,no,1592.0,no,yes,78.0,4.0,999.0,0.0,0
59.0,retired,unknown,no,0.0,no,no,425.0,6.0,999.0,0.0,0
57.0,admin.,tertiary,no,46.0,no,no,238.0,2.0,999.0,0.0,0
34.0,blue-collar,secondary,no,1221.0,yes,no,182.0,1.0,90.0,8.0,0
61.0,management,secondary,no,985.0,no,no,998.0,6.0,999.0,0.0,1
35.0,blue-collar,secondary,no,0.0,yes,no,477.0,1.0,999.0,0.0,0
42.0,management,tertiary,no,520.0,no,no,158.0,1.0,999.0,0.0,0
57.0,services,tertiary,no,10.0,no,no,320.0,3.0,999.0,0.0,0
42.0,blue-collar,secondary,no,2157.0,yes,no,149.0,1.0,364.0,2.0,0
53.0,retired,secondary,no,6095.0,yes,yes,410.0,5.0,999.0,0.0,0
63.0,retired,tertiary,no,133.0,yes,no,104.0,2.0,999.0,0.0,0
47.0,self-employed,secondary,no,1121.0,no,no,454.0,6.0,999.0,0.0,0
54.0,services,secondary,no,88.0,yes,no,190.0,1.0,999.0,0.0,0
45.0,admin.,secondary,no,0.0,no,no,145.0,10.0,999.0,0.0,0
28.0,management,tertiary,no,-328.0,yes,no,318.0,2.0,999.0,0.0,0
58.0,unemployed,secondary,no,610.0,yes,no,246.0,2.0,999.0,0.0,0
48.0,management,tertiary,no,414.0,no,no,761.0,2.0,999.0,0.0,0
35.0,management,tertiary,no,0.0,yes,no,171.0,1.0,999.0,0.0,1
37.0,self-employed,tertiary,no,0.0,no,no,143.0,1.0,999.0,0.0,0
37.0,blue-collar,secondary,no,685.0,yes,no,968.0,1.0,999.0,0.0,0
37.0,management,primary,no,22856.0,no,no,154.0,1.0,388.0,1.0,0
25.0,services,secondary,no,-352.0,no,no,246.0,1.0,999.0,0.0,0
58.0,blue-collar,secondary,no,602.0,yes,no,201.0,1.0,999.0,0.0,0
52.0,management,secondary,no,-588.0,yes,no,81.0,4.0,999.0,0.0,0
19.0,student,secondary,no,302.0,no,no,205.0,1.0,999.0,0.0,1
59.0,blue-collar,secondary,no,5314.0,yes,no,200.0,3.0,999.0,0.0,0
41.0,technician,secondary,no,64.0,yes,yes,210.0,2.0,999.0,0.0,0
34.0,technician,tertiary,no,632.0,no,no,215.0,10.0,999.0,0.0,0
35.0,technician,secondary,no,5731.0,yes,no,164.0,2.0,167.0,4.0,0
41.0,technician,secondary,no,902.0,no,no,35.0,6.0,999.0,0.0,0
28.0,blue-collar,secondary,no,6307.0,yes,no,615.0,1.0,,0.0,0
53.0,management,secondary,no,112.0,no,yes,246.0,3.0,999.0,0.0,0
35.0,services,secondary,no,0.0,no,yes,42.0,1.0,999.0,0.0,0
33.0,admin.,tertiary,no,621.0,no,no,217.0,1.0,999.0,0.0,0
37.0,technician,secondary,no,435.0,yes,no,210.0,1.0,999.0,0.0,0
